id,uri,titulo,idLegislatura,data_captura
54500,https://dadosabertos.camara.leg.br/api/v2/frentes/54500,Frente Parlamentar em Defesa do Sistema de Modelagem da Informação da Construção (FPBIM),57,2026-06-01 00:27:01
54520,https://dadosabertos.camara.leg.br/api/v2/frentes/54520,Frente Parlamentar em Defesa das Zonas de Processamento de Exportação - ZPE com vista ao seu Desenvolvimento e Aprimoramento no Marco Legal,57,2026-06-01 00:27:01
54496,https://dadosabertos.camara.leg.br/api/v2/frentes/54496,Frente Parlamentar Mista de Enfrentamento as IST/HIV/AIDS e Hepatites Virais,57,2026-06-01 00:27:01
54499,https://dadosabertos.camara.leg.br/api/v2/frentes/54499,Frente Parlamentar em Defesa dos Lotéricos,57,2026-06-01 00:27:01
54512,https://dadosabertos.camara.leg.br/api/v2/frentes/54512,Frente Parlamentar da Nefrologia (FPN),57,2026-06-01 00:27:01
54398,https://dadosabertos.camara.leg.br/api/v2/frentes/54398,Frente Parlamentar Mista da Economia e Cidadania Digitais (Frente Digital),57,2026-06-01 00:27:01
54402,https://dadosabertos.camara.leg.br/api/v2/frentes/54402,Frente Parlamentar Mista Cristã e em Defesa da Religião,57,2026-06-01 00:27:01
54503,https://dadosabertos.camara.leg.br/api/v2/frentes/54503,Frente Parlamentar Mista em Defesa do Setor Coureiro - Calçadista,57,2026-06-01 00:27:01
54472,https://dadosabertos.camara.leg.br/api/v2/frentes/54472,Frente Parlamentar Mista de Soberania e Segurança Alimentar e Nutricional e de Combate à Fome no Brasil,57,2026-06-01 00:27:01
54466,https://dadosabertos.camara.leg.br/api/v2/frentes/54466,Frente Parlamentar Mista pela Reestatização da Eletrobras,57,2026-06-01 00:27:01
54519,https://dadosabertos.camara.leg.br/api/v2/frentes/54519,Frente Parlamentar Mista pela Transparência Pública,57,2026-06-01 00:27:01
54505,https://dadosabertos.camara.leg.br/api/v2/frentes/54505,Frente Parlamentar em Defesa das Favelas e Respeito à Cidadania dos seus Moradores,57,2026-06-01 00:27:01
54481,https://dadosabertos.camara.leg.br/api/v2/frentes/54481,Frente Parlamentar pela Administração,57,2026-06-01 00:27:01
